  -2.0351925769522511e-01	  -2.4005585162236320e-01	  -2.7229673368801771e-01	  -1.6590118919829441e-01	   5.1455935058615099e-01	   1.5338574989169784e-01	  -1.8527638653632345e-01	  -2.0273827494645089e-01	   1.1230292925627579e-01	   5.0030213908958558e-02	  -4.6704290463253184e-01	   3.8971701892932548e-01	   1.0878445359113639e-01	  -1.4535101341008305e-01	  -1.2631586412489082e-01	   3.8931365332208652e-02	
  -6.7481162576394277e-02	   1.5957700278391621e-01	   4.2158238409795834e-01	  -2.0375096055289896e-01	  -8.4976006147965660e-02	   3.1678117244755821e-01	  -6.5331249801153990e-03	  -2.2846928477179831e-01	  -7.6232956082174482e-03	  -1.9414930651441592e-01	  -4.6581890807190574e-01	  -2.4487872239084671e-01	  -3.5623379024759055e-01	  -1.2211916658887809e-01	   3.3896652336045624e-01	   1.3965802502185506e-01	
   5.3323622529302075e-02	   3.4406911689013125e-01	  -4.6579861543043233e-01	   5.4929071178850997e-01	   1.3988109373413049e-01	  -6.0813810263209915e-02	   4.8420072585323728e-02	  -1.5666357394376978e-01	  -5.2836919238462593e-02	  -9.3427325442928144e-02	  -2.7509231909310328e-01	  -4.3530332886041939e-01	  -5.2115282376872463e-02	  -1.4268797064518135e-01	  -8.6998658360705430e-02	  -5.1005643414567092e-02	
   5.5691611752548742e-01	   5.4407664000777407e-02	   2.7265888597857460e-02	  -2.2825319726933063e-01	   4.3291154869956411e-02	   2.6354741815263910e-01	  -4.8962759538596155e-02	   4.7546216822339782e-01	  -1.6420899953994131e-01	  -5.2037660654495020e-02	  -1.7176551057758688e-01	  -6.8304137688894137e-02	   5.0835287733922624e-02	  -3.5703236222513030e-01	  -3.0799001952343458e-01	  -2.1329031077053456e-01	
   4.3101538046056020e-01	   1.8256364911983800e-01	  -1.0916407453365777e-02	   8.2807820553820508e-02	   2.7730954491302418e-01	  -5.1378958653127790e-02	  -4.4014085199568856e-02	   1.1694099385998399e-01	   4.7108863871646151e-01	  -7.3651307220134590e-02	   4.1755199583462022e-02	   2.1368299599001248e-01	  -4.7240086694542710e-01	   3.5262817189318191e-01	  -2.7809330813643691e-02	   2.3607547577534649e-01	
  -2.1008675294360826e-01	   1.7450028583294275e-01	   9.6338288642028980e-02	  -1.4583307927880201e-01	  -1.6839569911037802e-01	  -3.4096524571255266e-01	   1.6268508487306954e-01	   2.4545855058277596e-01	  -2.2365712187804317e-02	   4.9315630221138312e-01	  -4.6072447076294526e-01	  -6.9653706642714086e-02	  -8.5566968777719243e-02	   2.1730171532536954e-01	  -3.5792954416239930e-01	   1.4162191193306636e-01	
   4.7233379145077831e-01	  -1.0752849220617931e-01	   1.2443269817371774e-01	   3.0737887653622648e-01	  -3.1907716596723745e-01	   7.2427867822244155e-02	   9.8430542946934582e-02	  -3.2692615702099170e-01	   1.6374875271666309e-01	   3.9971735936082714e-01	  -2.5624877615047159e-01	   2.4895899645678732e-01	   2.6984279804747552e-01	  -2.1184842269936895e-02	   1.8560789223370064e-01	  -9.9004865780724566e-02	
   1.1289672761248537e-01	   5.2709742529096028e-02	  -2.4163125211518471e-01	  -2.2577422054021293e-01	  -3.2927984450789571e-01	   8.1625730792063714e-02	   2.4167171381200292e-01	  -1.2858711054939947e-01	   1.1831284466022469e-01	  -4.0445221714918939e-01	  -6.4209994089164196e-02	   1.2785273337406295e-02	   3.5735377135711527e-01	   6.2395043458665068e-02	  -2.2221846798408573e-01	   5.6766776771855543e-01	
  -9.8134096801839130e-03	  -1.6759702068744700e-01	  -2.9501230582112816e-02	   5.6887241848264186e-02	   9.1030725535014956e-02	   6.4244084968865411e-01	  -1.4584105786420734e-01	  -4.1674895075573641e-02	  -6.3924591239913120e-02	   3.1934865991773892e-01	   1.2370383457278838e-01	  -3.6762506599923639e-01	   7.3638016250758664e-02	   4.5669076050876112e-01	  -1.8790270219539895e-01	   1.3367132795931763e-01	
   1.1123747581178846e-01	   1.8009008722803940e-01	  -1.7871441605608419e-02	   1.2946454518238754e-01	  -2.3083262067393039e-02	  -1.1266048285385095e-01	  -5.4154399465764913e-01	   1.8968663476383141e-01	  -5.1539831538647296e-01	  -7.1680072690174429e-02	  -1.5841843435901562e-01	   2.0265812089027932e-01	   1.7747496444461092e-01	   2.4772666140054719e-01	   2.8719437652785740e-01	   2.8870494681667863e-01	
